ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de expiración de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Nombre del atributo 4","Valor(es) del atributo 4","Atributo visible 4","Atributo global 4","Nombre del atributo 5","Valor(es) del atributo 5","Atributo visible 5","Atributo global 5","Meta: slide_template","Meta: _wpb_vc_js_status","Meta: _wpml_media_duplicate","Meta: _wpml_media_featured"
16089,simple,,"Caucho doble blanco mate de 5 galones Dominó",1,0,visible,"Ideal para interiores y exteriores. Ayuda a dar sensación de luz y amplitud. Alto rendimiento, resistencia y durabilidad. Cubre hasta 100 metros cuadrados. Tiempo de secado 60 minutos al tacto. Clase B.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/205055-Pintura-doble-blanco-mate-5-galones.jpg,,,,,,,,,0,"Código EPA:",205055,1,1,Medidas:,"38 x 29\,9 x 29\,9 cm",1,1,"Unidad de venta:",Cuñete,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16100,simple,,"Caucho blanco mate de 4 galones Flamuko Regional",1,0,visible,"Producto Vinil acrílico, de buena calidad y económico, que embellece y protege la superficie expuesta a la intemperie. Para espacios del hogar, oficinas o industrias; aplicable sobre techos, paredes de concreto, madera, cartón piedra y similares. Clase C",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/208164-Pintura-blanco-mate-4-galones.jpg,,,,,,,,,0,"Código EPA:",208164,1,1,Medidas:,"33\,8 x 27\,8 x 27\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16107,simple,,"Esmalte brillante negro carbón 1 galón",1,0,visible,"Proporciona un acabado brillante, lavable y duradero. Recomendado para interiores y exteriores. Aplicable sobre hierro, acero, mampostería, concreto, ladrillo y madera. Tiempo de secado al tacto 45 minutos. Cubre 49 metros cuadrados por galón aproximadamente.",,,,taxable,,1,,0,0,,,,,1,,,,"Madera, Pintura",,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214068-Esmalte-brillante-negro-carbón-1-galon.jpg,,,,,,,,,0,"Código EPA:",214068,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16109,simple,,"Esmalte brillante blanco 1 galón",1,0,visible,"Pintura formulada con resinas alquídicas, diseñada para proteger y decorar estructuras metálicas, concreto y madera en interiores y exteriores. Tiempo de secado al tacto 1 hora. Cubre 40 metros cuadrados por galón. Clase B",,,,taxable,,1,,0,0,,,,,1,,,,"Madera, Pintura",,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214071-Esmalte-brillante-blanco-1-galon.jpg,,,,,,,,,0,"Código EPA:",214071,1,1,Medidas:,"20 x 17 x 17 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16111,simple,,"Esmalte mate negro 1 galón",1,0,visible,"Lavable y duradero. Recomendado para interiores y exteriores. Aplicable sobre hierro, acero, mampostería, concreto, ladrillo y madera. Tiempo de secado al tacto 45 minutos. Cubre 49 metros cuadrados por galón aproximadamente.",,,,taxable,,1,,0,0,,,,,1,,,,"Madera, Pintura",,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214125-Esmalte-mate-negro-1-galon.jpg,,,,,,,,,0,"Código EPA:",214125,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16113,simple,,"Caucho blanco satinado de 1 galón Dominó",1,0,visible,"Brinda un acabado intermedio entre opaco y brillante. Su uso en interiores es aconsejable por ser de fácil lavado. La aplicación debe hacerse por sectores (por pared) y rápidamente para evitar marcas que sean visibles a contraluz. Clase B",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/227400-Pintura-blanco-satinado-1-galon.jpg,,,,,,,,,0,"Código EPA:",227400,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16121,simple,,"Protector para nevera doméstica",1,0,visible,"Ideal para neveras, refrigeradores horizontales hasta 1 puerta, aires acondicionados de ventana de 5.000 BTU, enfriadores de agua y deshumidificadores.",,,,taxable,,1,,0,0,,,,,1,,,,"Cocina, Equipamento",,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/1642051-Protector-para-neveras-domésticas.jpg,,,,,,,,,0,"Código EPA:",1642051,1,1,Medidas:,"23 x 13\,5 x 6 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16123,simple,,"Protector para aire acondicionado",1,0,visible,"Protector de voltaje de alta capacidad para aires acondicionados de ventana o Split hasta 18.000 BTU en 120 voltios y 36.000 BTU en 220 voltios. Así como equipos de refrigeración con compresor de hasta 1.5 caballos de fuerza en 120 voltios y 3 caballos de fuerza en 220 voltios.",,,,taxable,,1,,0,0,,,,,1,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/1642056-Protector-para-aire-acondicionado-220V.jpg,,,,,,,,,0,"Código EPA:",1642056,1,1,Medidas:,"23 x 22 x 6 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16127,simple,,"Llave de arresto cromada",1,0,visible,"Llave de arresto para controlar el paso de agua en conexiones de 1/2 pulgada. Salida de agua lateral y cierre manual.",,,,taxable,,1,,0,0,,,,,1,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/2612005Llave-de-arresto-cromada.jpg,,,,,,,,,0,"Código EPA:",2612005,1,1,Medidas:,"8 x 4 x 4 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16135,simple,,"Lámina de yeso para Dry Wall",1,0,visible,"Pieza de yeso para la construcción de tabiques en general, techos falsos, de suspensión oculta o invisible. De 1.22 metros por 2.44. Incluye caleta.",,,,taxable,,1,,0,0,,,,,1,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/3020001-Lámina-de-yeso-para-Dry-Wall.jpg,,,,,,,,,0,"Código EPA:",3020001,1,1,Medidas:,"1 x 240 x 120 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16137,simple,,"Pasta profesional de 1 Cuñete",1,0,visible,"Masilla plástica para nivelar y uniformar todo tipo de superficies de cemento, concreto, mampostería y frisos, sellando los poros de las superficies y acondicionándolas para toda clase de recubrimientos. Otorga un acabado uniforme y de gran resistencia.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/3020010-Pasta-profesional-Cuñete.jpg,,,,,,,,,0,"Código EPA:",3020010,1,1,Medidas:,"38 x 31 x 31 cm",1,1,"Unidad de venta:",Cuñete,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16139,simple,,"Yeso tipo III para construcción",1,0,visible,"Para obras en interiores, mampostería y obras pequeñas como divisiones, recubrimiento de paredes, molduras, paneles y techos. Permite acabados lisos, parejos, moldeables y decorativos.",,,,taxable,,1,,0,0,,,,,1,,,,"Pintura, Techo",,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/3028004-Yeso-calidad-premium-10-kilogramos.jpg,,,,,,,,,0,"Código EPA:",3028004,1,1,Medidas:,"34 x 12 x 24 cm",1,1,"Unidad de venta:",Saco,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16141,simple,,"Manto asfáltico 2,7 milímetros",1,0,visible,"Reforzado con fibra de vidrio y una mezcla construida por asfalto modificado con elastómeros del tipo S.B.S. Presenta en su acabado una capa de mina y polietileno. Para aplicar con antorcha.",,,,taxable,,1,,0,0,,,,,1,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/3037288-Manto-asfáltico-27-milimetros.jpg,,,,,,,,,0,"Código EPA:",3037288,1,1,Medidas:,"100 x 23 x 23 cm",1,1,"Unidad de venta:",Rol,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16143,simple,,"Manto asfáltico autoadhesivo",1,0,visible,"Reforzado con fibra de vidrio y una mezcla construida por asfalto modificado con elastómeros del tipo S.B.S. Cara inferior protegida con polietileno siliconado fácil de retirar.",,,,taxable,,1,,0,0,,,,,1,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/3037290-Manto-asfáltico-autoadhesivo-22-milimetros.jpg,,,,,,,,,0,"Código EPA:",3037290,1,1,Medidas:,"100 x 20 x 20 cm",1,1,"Unidad de venta:",Rol,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16153,simple,,"Caucho blanco mate de 1 galón Flamuko",1,0,visible,"Producto vinil acrílico modificado de altísima calidad, lavable y que embellece y protege la superficie internas. Con excelente retención de color según las condiciones del medio ambiente, proporcionando un acabado duradero. Clase A",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/204083-Pintura-blanco-mate-1-galón-.jpg,,,,,,,,,0,"Código EPA:",204083,1,1,Medidas:,"20 x 17 x 7 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16157,simple,,"Caucho champagne mate de 1 galón Dominó",1,0,visible,"Ideal para interiores y exteriores. Ayuda a dar sensación de luz y amplitud. Alto rendimiento, resistencia y durabilidad. Cubre hasta 30 metros cuadrados por galón. Tiempo de secado 60 minutos al tacto. Clase B",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/205058-Pintura-champagne-mate-1-galón-.jpg,,,,,,,,,0,"Código EPA:",205058,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16159,simple,,"Pintura gris concreto mate de 1 galón Dominó",1,0,visible,"Ideal para interiores y exteriores. Ayuda a dar sensación de luz y amplitud. Alto rendimiento, resistencia y durabilidad. Cubre hasta 30 metros cuadrados por galón. Tiempo de secado 60 minutos al tacto. Clase B",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/205068-Pintura-gris-concreto-mate-1-galón.jpg,,,,,,,,,0,"Código EPA:",205068,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16161,simple,,"Caucho blanco para exterior de 1 galón",1,0,visible,"Recubrimiento para exteriores elaborado con pigmentos de alta resistencia que proporcionan un acabado mate, impermeable y con protección a la intemperie (rayos U.V y humedad), y fungicida para evitar la aparición de manchas por hongos. Clase A",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/206001-Pintura-blanco-exterior-1-galón-.jpg,,,,,,,,,0,"Código EPA:",206001,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16163,simple,,"Caucho blanco para exterior de 5 galones",1,0,visible,"Recubrimiento para exteriores elaborado con pigmentos de alta resistencia que proporcionan un acabado mate, impermeable y con protección a la intemperie (rayos U.V y humedad), y fungicida para evitar la aparición de manchas por hongos. Clase A",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/206002-Pintura-blanco-exterior-5-galones-1.jpg,,,,,,,,,0,"Código EPA:",206002,1,1,Medidas:,"38 x 29\,9 x 29\,9 cm",1,1,"Unidad de venta:",Cuñete,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16167,simple,,"Caucho marfil mate de 1 galón Colonial",1,0,visible,"Ideal para interiores y exteriores. Ayuda a dar sensación de luz y amplitud, alto rendimiento, resistencia y durabilidad. Ecológica, libre de plomo y cromo. Cubre hasta 30 metros cuadrados por galón. Tiempo de secado 60 minutos al tacto. Clase C",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/208063-Pintura-marfil-mate-1-galon-.jpg,,,,,,,,,0,"Código EPA:",208063,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16183,simple,,"Thinner laca alto brillo 1/4 galón",1,0,visible,"Mezcla de solventes para diluir productos nitrocelulosos como fondos, selladores y lacas, así como barnices brillantes. Se recomienda de 1.5 a 3 galones de Thinner por cada galón de laca, sellador o fondo, y un 1/4 por cada galón de barniz brillante.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/212004-Thinner-laca-alto-brillo-1-4-galon.jpg,,,,,,,,,0,"Código EPA:",212004,1,1,Medidas:,"15\,9 x 6\,7 x 10\,9 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16188,simple,,"Esmalte gris machete 1 galón",1,0,visible,"Proporciona un acabado brillante, lavable y duradero. Recomendado para interiores y exteriores. Aplicable sobre hierro, acero, mampostería, concreto, ladrillo y madera. Tiempo de secado al tacto 45 minutos. Cubre 49 metros cuadrados por galón aproximadamente.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214053-Esmalte-gris-machete-1-galon-.jpg,,,,,,,,,0,"Código EPA:",214053,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16192,simple,,"Esmalte marfil oriental 1 galón",1,0,visible,"Proporciona un acabado brillante, lavable y duradero. Recomendado para interiores y exteriores. Aplicable sobre hierro, acero, mampostería, concreto, ladrillo y madera. Tiempo de secado al tacto 45 minutos. Cubre 49 metros cuadrados por galón aproximadamente.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214063-Esmalte-marfíl-oriental-1-galon.jpg,,,,,,,,,0,"Código EPA:",214063,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16194,simple,,"Esmalte negro carbón 1/4 galón",1,0,visible,"Proporciona un acabado brillante, lavable, duradero y de alta protección. Recomendado para interiores y exteriores. Aplicable sobre hierro, acero, mampostería, concreto, ladrillo y madera. Tiempo de secado al tacto 45 minutos.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214067-Esmalte-negro-carbon-1-4-galon-.jpg,,,,,,,,,0,"Código EPA:",214067,1,1,Medidas:,"12\,5 x 10\,7 x 10\,7 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16196,simple,,"Esmalte azul colonial 1 galón",1,0,visible,"Proporciona un acabado brillante, lavable y duradero. Recomendado para interiores y exteriores. Aplicable sobre hierro, acero, mampostería, concreto, ladrillo y madera. Tiempo de secado al tacto 45 minutos. Cubre 49 metros cuadrados por galón aproximadamente.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/214105-Esmalte-azul-colonial-1-galon.jpg,,,,,,,,,0,"Código EPA:",214105,1,1,Medidas:,"20 x 16\,8x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16205,simple,,"Sellador listo para usar 1 galón",1,0,visible,"Formulado para acondicionar madera, MDF y contra enchapado, sellando los poros y mejorando su textura. De rápido secamiento, lo que permite agilizar la aplicación entre capas. La aplicación debe realizarse sobre superficies limpias, libres de grasa, polvo o agua. No necesita thinner.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/215026-Sellador-listo-para-usar-1-galon.jpg,,,,,,,,,0,"Código EPA:",215026,1,1,Medidas:,"19 x 16\,7 x 16\,7 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16207,simple,,"Fondo para herrería gris 1 galón",1,0,visible,"De uso general, formulado para la conservación y mantenimiento de obras industriales, estructuras de hierro, madera y mampostería. Rendimiento de 50 metros cuadrados aproximadamente por galón.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/223012-Fondo-para-herrería-gris-1-galon.jpg,,,,,,,,,0,"Código EPA:",223012,1,1,Medidas:,"19\,7 x 17\,2 x 17\,2 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16211,simple,,"Fondo para herrería blanco 1 galón",1,0,visible,"De uso general, formulado para la conservación y mantenimiento de obras industriales, estructuras de hierro, madera y mampostería. Rendimiento de 50 metros cuadrados aproximadamente por galón.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/223018-Fondo-para-herrería-blanco-1-galon.jpg,,,,,,,,,0,"Código EPA:",223018,1,1,Medidas:,"19\,7 x 17\,2 x 17\,2 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16213,simple,,"Fondo cromato de zinc 1 galón",1,0,visible,"Evita la corrosión, sus pigmentos de cromato ayudan a la protección de superficies metálicas en ambientes interiores o exteriores. Rinde de 40 a 50 metros cuadrados por galón. No requiere diluyente para aplicar con brocha, para pistola agregar un 10% de solvente sintético.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/223044-Fondo-cromato-de-zinc-1-galon.jpg,,,,,,,,,0,"Código EPA:",223044,1,1,Medidas:,"19\,7 x 17\,2 x 17\,2 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16222,simple,,"Caucho blanco durazno satinado de 1 galón Dominó",1,0,visible,"Brinda un acabado intermedio entre opaco y brillante. Su uso en interiores es aconsejable por ser de fácil lavado. La aplicación debe hacerse por sectores (por pared) y rápidamente para evitar marcas que sean visibles a contraluz. Clase B",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/227401-Pintura-blanco-durazno-satinado-1-galon.jpg,,,,,,,,,0,"Código EPA:",227401,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16224,simple,,"Brocha de 4 pulgadas",1,0,visible,"Para paredes lisas, fabricada con cerdas naturales y mango plástico para pinturas al agua. Adecuada para superficies planas como techos, revestimientos exteriores y pisos.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/228005-Brocha-para-paredes-lisas-4-pulgadas.jpg,,,,,,,,,0,"Código EPA:",228005,1,1,Medidas:,"2 x 25\,5 x 11 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16228,simple,,"Pintura de tráfico vial de 1 galón",1,0,visible,"Para superficies expuestas a la intemperie como brocales, muros, defensa de concreto, pistas de aeropuertos y señalizaciones. De alta abrasión, excelente adherencia al asfalto y cemento y resistente a la radiación ultravioleta y al agua. Cubre 320 metros cuadrados por cuñete.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/235010-Pintura-brocal-amarillo-1-galon.jpg,,,,,,,,,0,"Código EPA:",235010,1,1,Medidas:,"19\,7 x 17\,2 x 17\,2 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16230,simple,,"Silicón transparente uso general",1,0,visible,"Cartucho de silicona traslucido de uso doméstico para cerramientos, duchas, lavamanos y accesorios de baños.",,,,taxable,,1,,0,0,,,,,1,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/240006-Silicon-transparente-Uso-general.jpg,,,,,,,,,0,"Código EPA:",240006,1,1,Medidas:,"31\,5 x 5 x 5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16234,simple,,"Almohada Queen 140 hilos",1,0,visible,"Pieza ergonómica, elaborada en tela blanca hipo alergénica de 140 hilos. 50% sensación de plumas, 50% poliéster. Es fresca, liviana y lavable.",,,,taxable,,1,,0,0,,,,,1,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/424023-Almohada-queen-hipoalergénica-.jpg,,,,,,,,,0,"Código EPA:",424023,1,1,Medidas:,"50 x 70 x 10 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16282,simple,,"Persiana romana 145x170 centímetros",1,0,visible,"Persiana romana fabricada en poliéster. Accionamiento sencillo, fácil mantenimiento, recomendadas para habitaciones abiertas, salas o comedores. Colores surtidos.",,,,taxable,,1,,0,0,,,,,1,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/436032-Persiana-romana-145-x-170-centímetros-Colores-surtidos.jpg,,,,,,,,,0,"Código EPA:",436032,1,1,Medidas:,"8\,5 x 8\,5 x 90 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16318,simple,,"Pie de amigo plegable de 40x40 centímetros",1,0,visible,"Piezas plegables prácticas para mesas, repisas, barras; muy resistentes",,,,taxable,,1,,0,0,,,,,1,,,,Accesorios,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/309022-Pie-de-amigo-plegable-40-x-40-centímetros.jpg,,,,,,,,,0,"Código EPA:",309022,1,1,Medidas:,"3\,5 x 41 x 3\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16320,simple,,"Pie de amigo de 35x40 centímetros",1,0,visible,"Soporte reforzado tipo L, fabricado en acero para garantizar una mayor resistencia a las cargas impuestas. Color blanco.",,,,taxable,,1,,0,0,,,,,1,,,,Accesorios,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/309055-Pie-de-amigo-35-x-40-centímetros-Color-blanco-.jpg,,,,,,,,,0,"Código EPA:",309055,1,1,Medidas:,"35 x 40 x 2 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16322,simple,,"Aero esquinero skin",1,0,visible,"Piezas para soportes de esquinero de aerocloset. Dos unidades por paquete con ramplús y tornillo.",,,,taxable,,1,,0,0,,,,,1,,,,Accesorios,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/309097-Aeroesquinero-skin-Dos-unidades-Paquete.jpg,,,,,,,,,0,"Código EPA:",309097,1,1,Medidas:,"5 x 11 x 13\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16324,simple,,"Aeroclips skin",1,0,visible,"Piezas para soportes de rejillas de aerocloset o a la pared. 12 unidades por paquete.",,,,taxable,,1,,0,0,,,,,1,,,,Accesorios,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/309098-Aeroclips-skin-12-aunidades-Paquete-.jpg,,,,,,,,,0,"Código EPA:",309098,1,1,Medidas:,"2\,5 x 9 x 13\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16338,simple,,"Caucho blanco intenso 1 galón",1,0,visible,"Ideal para espacios interiores y exteriores. Excelente opción para superficies que necesitan durabilidad y economía. 100% ecológica, libre de plomo y cromo. Clase C",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/208099-Pintura-blanco-intenso-mate-1-galon-.jpg,,,,,,,,,0,"Código EPA:",208099,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16344,simple,,"Pie de amigo de 45x centímetros",1,0,visible,"Soporte reforzado con pletina de acero inoxidable en ángulo de 90 grado. Muy resistente. Color blanco",,,,taxable,,1,,0,0,,,,,1,,,,Accesorios,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/309015-Pie-de-amigo-Color-blanco.jpg,,,,,,,,,0,"Código EPA:",309015,1,1,Medidas:,"20 x 27\,5 x 3\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16346,simple,,"Pie de amigo de 28x28 centímetros",1,0,visible,"Soporte reforzado con pletina de acero inoxidable en ángulo de 90 grado. Muy resistente. Color blanco",,,,taxable,,1,,0,0,,,,,1,,,,Accesorios,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/309016-Pie-de-amigo-Color-blanco.jpg,,,,,,,,,0,"Código EPA:",309016,1,1,Medidas:,"40 x 45 x 3\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16355,simple,,"Refrigerante rojo",1,0,visible,"Tiene propiedades antioxidantes, anticorrosivas y puntos de ebullición del agua superiores a los 134° centígrados, ayudando al funcionamiento de refrigeración y previniendo daños ocasionados por recalentamientos en el motor.",,,,taxable,,1,,0,0,,,,,1,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/1006142-Refrigerante-rojo.jpg,,,,,,,,,0,"Código EPA:",1006142,1,1,Medidas:,"29 x 17 x 8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
